NAME_2,year,week,u10_mean,u10_min,u10_max,u10_sd,v10_mean,v10_min,v10_max,v10_sd,lai_hv_mean,lai_hv_min,lai_hv_max,lai_hv_sd,lai_lv_mean,lai_lv_min,lai_lv_max,lai_lv_sd,skt_mean,skt_min,skt_max,skt_sd,sp_mean,sp_min,sp_max,sp_sd,tp_mean,tp_min,tp_max,tp_sd,swvl1_mean,swvl1_min,swvl1_max,swvl1_sd
Najran,2019,50,-1.1940728802018405,-4.454449351732187,5.983597341949634,2.5480138101030416,1.4772770722230593,-0.030158744269375065,3.414120586832365,0.7733507707982038,0,0,0,0,0.4583675090287787,0.14123469401866218,0.5145089487953588,0.09603348386793487,315.3639885499731,308.6446444295002,321.39070825659877,2.484108359929369,84587.1698109652,79607.7027232463,88455.48579246334,2601.5699818539533,1.941340753154683e-5,0,2.1692423447731285e-4,4.218767128232813e-5,0.002388814465343464,-2.7755575615628914e-17,0.02224686180963334,0.00469569029951825
Najran,2019,51,-2.772941523469983,-4.241549952340552,4.116058750794939,1.605989147389091,0.531705268920266,-2.0804179065869604,2.20971525208938,0.8870829001845707,0,0,0,0,0.4583099148724079,0.14123469401866218,0.5145089487953588,0.09600595074798506,308.90180731221363,298.29660566408336,320.6365782032645,5.132147632406942,84854.83559819429,79653.69743678758,88969.82667606397,2703.5159951333003,7.004913882530185e-5,0,4.251714995755322e-4,1.1720819464848477e-4,0.007094769062300279,-2.7755575615628914e-17,0.023211495384034803,0.005428382957608659
Najran,2019,52,-2.8202721271338875,-5.519693364126825,3.547953511365681,2.2517693293893353,1.0767599879976804,-1.3399056534796765,3.1129217146517414,0.9725457434635768,0,0,0,0,0.45825635230698314,0.14123469401866218,0.5145089487953588,0.09597968194285772,312.4242256642461,306.57576006255914,317.7900537333648,2.467792588063847,84636.38779935564,79515.71329616377,88565.0731969008,2670.606866480884,9.986480655732755e-7,0,2.2086831146780894e-5,2.0389563870015168e-6,0.008092137875679774,0.001145502369601703,0.019788385963763006,0.00352455902521782
Najran,2019,53,-0.6163355574970211,-4.010348674755601,5.128264667200783,3.2076286774164324,0.8125603978836564,0.3338549186121296,1.8121483469701374,0.3866033131237681,0,0,0,0,0.45822928305348887,0.14123469401866218,0.5145089487953588,0.09742449757200321,316.41078709525834,311.72807786099895,319.9837222098504,2.603961120443564,84683.31245527392,79772.08382990249,88443.08721750874,2664.0384070060873,7.126539113862288e-6,0,4.0229585303065696e-5,1.1801168640665657e-5,0.00652028541777528,7.301740250677535e-4,0.01945344375042915,0.0038450108477443234
Al Madinah,2020,1,3.1402330206571913,-4.660126614191887,7.844758653386805,3.143496341565257,1.306926636425475,-2.805237763371826,5.258233278926579,2.1093563497368737,0,0,0,0,0.38363089680080037,0,2.553604329712702,0.26280975412659885,308.5590049085461,301.6648616374277,314.30269032142564,2.6574557591253622,91792.99869755511,87281.26932518731,96592.33246322464,1667.9036031906335,1.760454276091265e-6,-6.938893903907228e-18,6.208833566074407e-5,5.792623911399101e-6,0.003615457210987018,-2.7755575615628914e-17,0.019198887668295445,0.003878645102104108
Al Madinah,2020,2,1.1726602899575747,-6.8871818354926795,9.84096301231904,4.553835659138782,-0.3327642725459499,-6.168392051529248,3.229096117226737,1.9607773395195989,0,0,0,0,0.38365595025882165,0,2.553604329712702,0.2628193013990474,304.7865530902523,290.63803231396184,313.4333184198169,4.738089639252287,91975.35927755789,87070.65338073947,97067.51720316483,1715.9112738908207,1.647102162428307e-5,-6.938893903907228e-18,5.001560372671632e-4,6.0213711310632175e-5,0.003849016632731829,-2.7755575615628914e-17,0.01951373334882925,0.003941118346552458
Al Madinah,2020,3,1.2510558528806905,-7.002011266171703,8.459831174809397,4.837276495167096,2.1276294684243036,-2.2870430764661123,7.84016386231795,2.699511872218811,0,0,0,0,0.3836842559809205,0,2.5537212458501344,0.2628485739719486,307.6449585890393,296.7910563033069,314.90060528232794,3.0320192575529927,91908.74931207325,87295.25710138404,96816.9361838692,1670.4242309419599,9.310404349127872e-5,-6.938893903907228e-18,0.005278658315157579,3.9973418776327965e-4,0.013257931881396576,-2.7755575615628914e-17,0.1322351858241983,0.01340408648486449
Al Madinah,2020,4,-0.5306161431368512,-6.782285746567895,7.147835395909269,3.64917826675485,0.12015071652797939,-4.994787240896807,5.174881781488027,2.1969551614646314,0,0,0,0,0.38371666837545626,0,2.5537212458501344,0.26290272356449684,307.2495522224134,300.50629051140623,316.64023619973074,3.0088284694689182,92143.47544566405,87344.01449269833,97326.09123743,1715.4308997990902,1.6669428479731616e-7,-6.938893903907228e-18,1.1497839937160692e-6,4.0495853229754464e-7,0.010466887316518842,-2.7755575615628914e-17,0.043642970397398784,0.003771653057678862
Al Madinah,2020,5,0.7622781146196269,-5.051102945638805,7.788734605892886,3.815040432508649,1.144252078522597,-3.4999646311733423,5.764632942609857,1.845854681199716,0,0,0,0,0.38374792318447293,0,2.553838161987567,0.2629575160425725,311.55258113757964,304.5949997915232,317.6320298589129,2.4805119117162793,91892.31671340528,87327.22916126226,96722.61860722842,1664.9316249357453,3.973097292576363e-5,-6.938893903907228e-18,0.0012268195212966973,1.5814891836369083e-4,0.009129970446386143,-2.7755575615628914e-17,0.02445748041763665,0.003688161011080798
Al Madinah,2020,6,2.8287813091961476,-4.412985071346375,9.351050596999883,2.9894334811945225,0.34605794347990865,-3.1752083251155874,3.88136090142748,1.7439605881395686,0,0,0,0,0.3837802253327688,0,2.553955078125,0.2630115965834792,313.9545205893406,305.090009506929,320.68902534150857,3.1358917976762237,91971.08974134395,87441.92892607542,96893.26947682847,1671.3114697002827,9.684531375609445e-7,-6.938893903907228e-18,6.0938551667027996e-5,3.949451881045781e-6,0.008628424091378886,0.0020632440341364078,0.022005703416033,0.003967901907625886
Al Madinah,2020,7,0.19256513754365628,-5.8584849634235,8.977159613370258,4.908437539893949,3.552757727234827,-0.6443895090214418,7.012153232102901,1.7711812076795674,0,0,0,0,0.38381682708442144,0,2.553955078125,0.2630661376781191,313.4288426966217,304.75645457325055,320.1611924012461,3.229966964320062,91889.16162054442,87166.56956037416,97007.56959089314,1668.471065042534,1.3163969642352958e-5,-6.938893903907228e-18,5.99037460726877e-4,4.3235740489288975e-5,0.006446064752152605,-2.7755575615628914e-17,0.024979990270437458,0.003946550846170971
Al Madinah,2020,8,4.516933772845121,-1.9574629896980427,13.368888669755213,4.095855236612392,2.9273025692501164,-3.5373155380443917,10.470060873480564,3.1250470784745423,0,0,0,0,0.3838826440896523,0,2.553955078125,0.26310453757125823,312.95741240097607,298.81811221675173,321.79348250222574,5.041447078856036,91671.05886656587,87067.45617475166,96615.51220663635,1660.957098540297,3.24769255368286e-5,-6.938893903907228e-18,0.0010394047303207213,1.0668580319407105e-4,0.005783352921114176,-2.7755575615628914e-17,0.0382570996069907,0.005112604241843465
Al Madinah,2020,9,0.4083687434030804,-4.656550611160359,7.800257282327806,3.9811285971402808,0.7530894024478308,-3.5723074402709534,4.569010755295534,2.0524917231677833,0,0,0,0,0.38395358754503933,0,2.553955078125,0.26314199452276,317.809135242102,311.75489838120086,324.9187857770906,2.2814897600232,91818.15775793401,87133.79819899898,96823.33059584485,1653.208592920268,6.570194249766459e-7,-6.938893903907228e-18,2.2995679874321384e-6,8.378350337547683e-7,0.007711364628806268,-2.7755575615628914e-17,0.02713031928004067,0.004914645736174269
Al Madinah,2020,10,0.8168780552957094,-5.551743370052543,10.049960522828268,4.2981492206103535,1.1832743640968537,-2.813494279627532,4.898878238083011,1.9127479529269809,0,0,0,0,0.38402593663998524,0,2.553955078125,0.2631798963407436,320.9296340470721,314.46325798896765,328.12392932863384,2.9528038221051713,91689.1847521038,87171.3653693559,96444.46168628783,1625.8302316954541,1.9848817034351454e-6,-6.938893903907228e-18,1.805160870136588e-4,1.1617528541707114e-5,0.004458819911598937,-2.7755575615628914e-17,0.018522304397361106,0.004118554923310576
Al Madinah,2020,11,2.5119408652083406,-4.077238120053035,10.101613899950321,3.83181998302347,4.108816051394009,-2.7321086193927195,11.590194912171292,3.2454189894756684,0,0,0,0,0.3840927182998154,0,2.553955078125,0.2632153109976354,317.5851175794172,300.9578316317316,326.38252418286044,5.602284082111638,91426.50906885565,86924.38120679658,96230.64853585217,1624.0483498626045,2.7364696421908283e-4,-6.938893903907228e-18,0.006652650187650131,8.647987921548952e-4,0.011690596561052877,-2.7755575615628914e-17,0.10249231728015369,0.011053953321432525
Al Madinah,2020,12,4.449972090430635,-1.9364043051790518,14.872001944006936,3.6816636815956088,0.28298765758884664,-3.450425533639109,4.145569421610061,1.7472942280152841,0,0,0,0,0.3841187639739959,0,2.553955078125,0.26322820263975705,320.0303970135231,307.4266682710488,328.68014992282633,4.379350804887178,91526.45171564934,86816.07585395908,96404.09696069156,1652.1610774001974,2.3564879871187807e-6,-6.938893903907228e-18,5.875396207896955e-4,2.572938665132251e-5,0.007837662004552617,-2.7755575615628914e-17,0.022675587842700656,0.00376800792920825
Al Madinah,2020,13,4.637894618434401,-4.463843781128087,12.424029202091827,3.8729286986805493,1.2139895277052097,-2.8944867724215966,9.105376686644648,2.9219867257672054,0,0,0,0,0.384134694555664,0,2.553955078125,0.2632353627940046,322.61659271656663,313.82098731879955,331.6200463329604,3.112131941734262,91347.12949883338,86945.16304571743,96196.67822223155,1615.330149212193,9.066542807597697e-6,-6.938893903907228e-18,5.254512851289445e-4,3.4471100551635854e-5,0.004753351133705935,-2.7755575615628914e-17,0.018508906708827738,0.003441591120035544
Al Madinah,2020,14,3.722904020976587,-2.237185893497464,10.163597952496783,3.2333629823359904,2.1122672987398055,-2.5449609175967254,6.0197986116552356,1.8232134855864806,0,0,0,0,0.3841498534136527,0,2.553955078125,0.2632422314026872,327.73105443707,316.3891828852866,336.74046941059873,3.5213363698218294,91571.47714905493,87198.94127100088,96139.12851445074,1595.553029711728,1.2733817073234467e-6,-6.938893903907228e-18,6.898703962305436e-5,4.846724138922889e-6,0.0022084535642763717,-2.7755575615628914e-17,0.02065923571843098,0.0031984850248135905
Al Madinah,2020,15,5.719655767454432,-0.0955574112831421,10.190219308398149,2.4324258679878503,2.08696861444246,-2.4333013644243255,6.151509704305777,2.2210218666067596,0,0,0,0,0.3841657013106409,0,2.553955078125,0.26324947156394174,324.13497773257933,314.7435860715272,332.8087793412825,3.830602336868222,91406.57260149682,86974.73720110478,96173.89812956832,1613.89658276789,3.4485388382944144e-6,-6.938893903907228e-18,2.3570571871210644e-4,1.7455972758888395e-5,0.0034510370630950193,-2.7755575615628914e-17,0.021945413817632903,0.004363455039410937
Al Madinah,2020,16,3.826053977350851,-1.2359050446699889,8.633465988673526,2.401114356694471,0.9984884474788743,-5.110771635917434,7.743837839334718,2.573495649830366,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,322.5106998913314,307.05053185647523,332.2596556605725,5.36997032019587,91409.65053406467,86868.43010200968,96239.0412015702,1618.1615802189062,5.340348210820475e-4,-6.938893903907228e-18,0.008802746255902077,0.0013573246609855426,0.013557949144282077,-2.7755575615628914e-17,0.10219086928815324,0.021091952702784814
Al Madinah,2020,17,5.4859468564583675,1.7874068516507489,11.517711100434893,2.111680525359511,2.3619430823890553,-1.4987423577665993,7.814607978669337,1.8417837981717111,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,328.02639758596416,318.77197158704274,334.6992196701888,3.5572358563775777,91423.08122990407,86984.72846981674,95992.45668975936,1592.1467380333106,1.9141382752486885e-6,-6.938893903907228e-18,3.690806619833509e-4,1.8984200964953314e-5,0.009949015489557575,0.0033293256005383076,0.02888541647790996,0.003896520615552289
Al Madinah,2020,18,4.110167783505344,-3.4784562791073976,11.015084007670307,3.5690594412269427,2.262749217125856,-3.017548181375685,6.087030244023124,1.9029553740338578,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,328.96771858870466,316.4415226222202,336.516029521714,3.87417628087354,91418.3747346681,86928.37771428136,96038.8161765828,1593.4176685042198,6.895451390856422e-7,-6.938893903907228e-18,2.6445031855504286e-5,9.62143575973197e-7,0.0032474187274643533,-2.7755575615628914e-17,0.020310895816563784,0.0034967557108583373
Al Madinah,2020,19,3.6428488734311077,-0.6279845293104502,9.274365198657144,2.2905884887638583,2.553743728989487,-1.4260063812282404,6.473907005719044,1.6278829018098109,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,330.3905982968558,316.2312765603005,341.68435676535944,5.253672583093097,91512.14031844342,87196.94301725848,96079.18090217905,1584.256611355439,2.7653362134611802e-5,-6.938893903907228e-18,0.0011693303216108106,1.1252005413238701e-4,0.002393671396984992,-2.7755575615628914e-17,0.022320549096566805,0.0042533090342838425
Al Madinah,2020,20,1.9658964984848366,-4.8067427384844805,7.347296898334424,2.1939515059162367,0.09855820536905587,-3.7374377653850654,4.062217924171509,1.8020761071914873,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,331.3822633433025,314.43398322085227,340.508930469817,5.671531308630902,91458.99948762548,87250.49621755452,95990.85808676545,1575.7200799550856,5.106537114954683e-5,-6.938893903907228e-18,0.0014544767520527843,1.494276989457586e-4,0.00672036679107805,-2.7755575615628914e-17,0.02609199841870577,0.005434926208812985
Al Madinah,2020,21,2.5340968538164486,-2.890799780926511,10.105587236652017,2.1473867220446605,1.2156748090760534,-3.826686774434836,5.945096797913137,2.156066502359177,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,333.0785003237493,323.80102190359366,339.80544892086215,2.768403091483582,91426.69363175436,87087.43871217554,95958.48637613874,1576.6815608898937,4.329172547769323e-6,-6.938893903907228e-18,3.93226125851423e-4,2.4186832125176244e-5,0.006807968155530044,-2.7755575615628914e-17,0.02313110925283468,0.004475617244565213
Al Madinah,2020,22,3.3033078632872512,-1.5895320111209625,7.468086334065992,1.5515098987548959,0.7800060792046614,-3.06315560450244,4.819458415051938,1.4424934467796515,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,336.1073741611946,328.0520730796233,341.5308860112999,2.416742221623791,91356.48398314905,87075.44918972121,95921.71850727878,1574.6064770942594,1.642548562392051e-7,-6.938893903907228e-18,1.1497839937160692e-6,4.0248293144605595e-7,0.0017056565056719378,-2.7755575615628914e-17,0.016552844182958132,0.003001177318735902
Al Madinah,2020,23,3.158034355880138,-1.2025290163757396,7.388222266361897,1.4713848240110698,0.6307108925280258,-3.5931453146305916,5.862138467915333,2.1375283622126102,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,332.16851063813374,315.5703764922408,341.96379773373366,5.099255375936829,91309.08551743496,87023.49459241908,95791.432363275,1566.5962201112332,1.1773495364236295e-5,-6.938893903907228e-18,3.51833902077589e-4,3.77449019724679e-5,0.0011579051802736609,-2.7755575615628914e-17,0.021530085473098953,0.002911140316193515
Al Madinah,2020,24,2.3583056477423603,-3.9675740270862163,7.400936943807325,2.5670964390917175,-0.6589342018489391,-3.8876277277507585,4.196288021466538,1.4965720693303524,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,336.4449643978716,330.03654751217306,343.3991484855734,2.4117688731990463,91129.95295100953,86949.95885469916,95691.51967615553,1561.3865538305406,3.285097124853491e-7,-6.938893903907228e-18,1.1497839937160692e-6,5.19603230207772e-7,5.998876628485874e-4,-2.7755575615628914e-17,0.016358577699224525,0.0019209067208822274
Al Madinah,2020,25,1.7333750925030136,-4.3307370016212605,6.938837885400041,2.946316285651408,-1.6458356399430352,-6.2997099767390425,3.0089223504079206,1.7219057824587214,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,335.11515513891646,327.76553519776655,341.3605600877194,2.9856389382514394,91176.66488796264,86894.40740066074,95803.42188572933,1574.3867834021369,3.285097124853491e-7,-6.938893903907228e-18,1.1497839937160692e-6,5.19603230207772e-7,4.68113721350735e-5,-2.7755575615628914e-17,0.007368728693344373,4.362849617720708e-4
Al Madinah,2020,26,1.6377671698680374,-2.6059115394148837,8.934644910662108,2.333530200685592,-1.4703456030132336,-7.840926344470757,3.8628820317123296,2.731567364404595,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,336.4315610686955,326.4987361411367,345.31797646840977,3.4662389529656834,91055.2287186663,86749.73382971175,95765.45506462394,1564.633950890884,3.285097124853491e-7,-6.938893903907228e-18,1.1497839937160692e-6,5.19603230207772e-7,-2.7755575615628914e-17,-2.7755575615628914e-17,-2.7755575615628914e-17,0
Al Madinah,2020,27,5.351432830119709,2.130305809007142,8.918354230185153,1.3491842168021033,-0.5502003260538727,-4.267427475513217,3.8624888642715822,1.3862352377005054,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,333.4350926215613,324.979109541692,339.1099513995752,2.7449464502684138,90859.08979754789,86600.66410052951,95381.79034608518,1560.1970233824736,3.285097124853491e-7,-6.938893903907228e-18,1.1497839937160692e-6,5.19603230207772e-7,-2.7755575615628914e-17,-2.7755575615628914e-17,-2.7755575615628914e-17,0
Al Madinah,2020,28,5.706082916721381,-1.1369689607977502,9.27953053636935,1.230830944176952,-0.7847869884109966,-3.4673317335912675,3.8381124829452133,1.2809414464621287,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,330.614798526887,325.12282203971307,340.4805428158869,2.006348261157717,90947.92984129934,86418.02370847513,95550.84261269133,1575.9274292039106,4.935777115841968e-7,-6.938893903907228e-18,1.1497839937160692e-6,5.693136356421971e-7,-2.7755575615628914e-17,-2.7755575615628914e-17,-2.7755575615628914e-17,0
Al Madinah,2020,29,1.3671042605478303,-5.810407589332973,8.82418615035495,3.7353118468330266,-0.5128321798749547,-3.8361227930127857,3.2613358473680636,1.4404024979053127,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,333.8308647502593,319.94739788258516,344.6517537152382,4.816285842232561,90933.14813373594,86712.56631010331,95465.31735251706,1553.0483787314804,6.253068537215654e-7,-6.938893903907228e-18,1.3107537528380536e-4,3.7322846218454014e-6,1.5349544146846154e-6,-2.7755575615628914e-17,0.0016345180010690907,4.493041406829694e-5
Al Madinah,2020,30,-0.0835634982394006,-6.05198646079611,4.025587415716291,2.298157316970975,-0.37505924608173613,-6.211247302570768,5.314849390394275,1.805975282856907,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,336.18329959168034,322.56615895763514,343.05583529585647,3.106331080940437,90834.77667400788,86599.86479903256,95289.07137243832,1539.854084486268,5.767784882770218e-5,-6.938893903907228e-18,0.002769829640865737,2.3759686820022414e-4,0.0034268188934406672,-2.7755575615628914e-17,0.05688658551261863,0.006452517070100566
Al Madinah,2020,31,4.344859631685463,-7.115648695840218,9.097551715431658,3.2374903947128213,-1.2211500175041337,-5.825943210637839,2.958990085432939,1.695681668653808,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,332.11185265018355,320.9249977148023,340.7244992168485,3.5346966006931293,90987.9356160819,86715.76351609113,95496.8897616468,1546.8884226630873,1.9854509034367873e-5,-6.938893903907228e-18,0.0013188022407941008,1.0260638469995534e-4,0.007971600989777144,-2.7755575615628914e-17,0.026138890328572528,0.00552594066148347
Al Madinah,2020,32,5.835203433537242,3.0064265517311832,10.185848638026282,1.4287172705782265,-2.0858837101197873,-5.1795759380483135,2.5748654958222534,1.5425045751964368,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,330.2757333217166,323.31399621585575,338.63889376717293,2.625453486343632,91135.9578872204,86820.47201219233,95682.72735968902,1570.5645451580785,4.878857109283206e-9,-6.938893903907228e-18,1.1497839937160692e-6,7.476484295899064e-8,0.005716805067214593,-2.7755575615628914e-17,0.02297703583470112,0.004248217912787161
Al Madinah,2020,33,4.223507353421115,0.48892041753638815,7.77443059376678,1.4250647581406128,-0.20375279989697875,-3.3501678362483975,3.490945632764829,1.3248778648734028,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,334.50296102747825,327.41689932293775,341.41467405302365,2.946999132057449,90920.73267515858,86614.25222597776,95473.31036748661,1563.1648941763315,1.642548562392051e-7,-6.938893903907228e-18,1.1497839937160692e-6,4.0248293144605595e-7,0.0010069822087011573,-2.7755575615628914e-17,0.015581511764290013,0.0023408831961500404
Al Madinah,2020,34,4.940960734856405,-2.0504390685177367,8.800346130144773,2.528661190356615,-0.12506870603720616,-3.544392551977854,3.982404933699687,1.4212891221074375,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,333.5468890850453,325.00306162469553,342.42953268102406,3.664373689352661,90943.47828593262,86713.76526234874,95586.01187855737,1558.0661935646622,4.927645687314932e-7,-6.938893903907228e-18,1.1497839937160692e-6,5.69196820274693e-7,1.0787792276977214e-4,-2.7755575615628914e-17,0.007127570299744007,5.353532761047629e-4
Al Madinah,2020,35,3.5323771871346796,-2.345260651783604,8.54287391187485,2.2979613875646527,-0.19981917911603087,-3.8030967279899626,3.973755250003234,1.7471095152463094,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,333.59356107830837,326.449057746759,341.3738668004992,3.1682159223528297,91038.39901299578,86753.73033719652,95552.44121568523,1561.7544094412722,2.1710914166394344e-7,-6.938893903907228e-18,1.0118099144714593e-4,4.087602737490536e-6,5.5902660782457925e-6,-2.7755575615628914e-17,0.0015273364928022892,7.045336264005058e-5
Al Madinah,2020,36,-1.2898662728762726,-5.426583263949109,4.064128781722746,1.9375530264240834,-0.6398210924362313,-6.033928786793472,3.0922738478464717,1.6458535726856485,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,334.3482323781277,325.66484880694054,341.3756410288698,2.9974575921124558,91236.60599955029,87019.8977356828,95659.94726702578,1555.3011664252406,2.825671413127358e-6,-6.938893903907228e-18,1.8281565500109787e-4,1.3001520767067035e-5,3.261209629628398e-4,-2.7755575615628914e-17,0.012252186163751705,0.0012515757623886893
Al Madinah,2020,37,-1.0219164163039351,-6.95075522271982,5.441287282530695,2.833887393501339,0.4035704989567777,-4.95900900378875,5.137530874616978,2.1456292336923135,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,331.5693321355276,319.0638321540114,337.9185570486971,2.90342506313163,91312.71233384547,87041.47887610059,95793.83026776586,1557.734377269267,6.563851735563453e-5,-6.938893903907228e-18,0.0035022420448638583,2.926117865891611e-4,0.003810206921110455,-2.7755575615628914e-17,0.05109878406620996,0.006347029394338628
Al Madinah,2020,38,-4.202938307708142,-8.44552448989798,1.6320493866144223,1.8433988261196195,-0.9047214093603816,-6.3991813392482575,4.818278912729694,2.2049467533695437,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,329.9857348162063,324.20288462954136,338.7311536424457,2.422086430017503,91384.9866562256,87216.92555468238,95814.21245593824,1560.403713421757,1.642548562392051e-7,-6.938893903907228e-18,1.1497839937160692e-6,4.0248293144605595e-7,0.0012271249918581113,-2.7755575615628914e-17,0.01696817252749211,0.0025791215359985712
Al Madinah,2020,39,-1.669972690346408,-5.504857996972527,3.424421572749637,1.8697789189670335,-0.44394056899132006,-3.9929966018711918,3.2460023171788954,1.4558703859531663,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,331.74379876181183,325.0704823027795,338.09597988576013,2.4790981911190544,91394.57149086661,87118.61147055682,95911.72723856683,1570.3859710749834,1.642548562392051e-7,-6.938893903907228e-18,1.1497839937160692e-6,4.0248293144605595e-7,1.577971038433029e-4,-2.7755575615628914e-17,0.009874096449081465,8.182578014932903e-4
Al Madinah,2020,40,1.4692010297963547,-3.017151888040454,6.651168308197226,2.00823131701878,-0.017565494381284033,-2.9786246047416443,3.991447784836889,1.39799772785884,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,329.69826213934516,321.9673568825475,335.90480784803196,2.3313130171148444,91467.07503301834,87071.45268223643,96052.00465128256,1586.171570346949,4.134018263121637e-6,-6.938893903907228e-18,5.909889727708506e-4,3.220651276370273e-5,3.7272862201203645e-4,-2.7755575615628914e-17,0.02459815614723687,0.002100711082684262
Al Madinah,2020,41,-3.2475076288200158,-6.715533689979397,1.8549535755795865,1.6913178908319724,-0.5814226589775922,-4.773433971755747,2.8202019788489343,1.5612626612296852,0,0,0,0,0.384173501232115,0,2.553955078125,0.26325305817245276,325.82644349422895,318.1172813182803,332.7191808085657,3.2245774177826783,91710.61863789646,87509.07025181969,96170.70092358049,1584.1606822761364,1.642548562392051e-7,-6.938893903907228e-18,1.1497839937160692e-6,4.0248293144605595e-7,5.09026889022142e-4,-2.7755575615628914e-17,0.019788385963763006,0.0021886396989556508
Al Madinah,2020,42,-2.9168476163039605,-6.523621527287466,2.40367137408385,1.9258352044222173,-0.6099542696070279,-3.3265777898035243,2.7930734254373304,1.1438572239730596,0,0,0,0,0.3841513141763316,0,2.553955078125,0.26322846145046946,324.18593472576157,316.93387099507004,331.33173422273296,3.126010484277133,91765.06214926584,87453.51879778127,96346.94690365923,1601.3369748363777,-6.938893903907228e-18,-6.938893903907228e-18,-6.938893903907228e-18,0,1.6884498561833066e-4,-2.7755575615628914e-17,0.014114464869887822,0.0011489069292225816
Al Madinah,2020,43,-3.711884471336489,-6.499781507077287,3.31277081143197,2.044933290389111,0.722038906496093,-1.804626626668455,3.279421549642466,0.9530510039592004,0,0,0,0,0.3840738937543494,0,2.553838161987567,0.26314422249864794,320.51295262447866,314.93076716462866,327.18536252057055,2.1484864246756765,91777.38688090525,87338.81903296812,96443.2627340424,1610.2737595538192,-6.938893903907228e-18,-6.938893903907228e-18,-6.938893903907228e-18,0,5.978742195574348e-5,-2.7755575615628914e-17,0.008942957096013393,5.996336604532031e-4
Al Madinah,2020,44,-2.0883099690807505,-9.071722354085322,3.7911605503162082,2.9954807198673374,2.274084618156244,-1.3918008138831743,5.850736612133645,1.5239166483424957,0,0,0,0,0.3839988436265255,0,2.553838161987567,0.263064329056458,319.9178138165254,313.8342940315793,325.8254164744826,2.3905652801960224,91826.99331808124,87507.47164882578,96359.33607686205,1602.9953909657252,9.782108517916074e-7,-6.938893903907228e-18,1.3567451125867658e-4,7.0534408127340586e-6,2.9173608906758457e-5,-2.7755575615628914e-17,0.004488225658673378,2.5892201947628476e-4
Al Madinah,2020,45,3.230379431825819,0.3430989605841326,5.58671140581278,0.9513691552204256,2.6712693737442477,-1.149609670382476,5.402132562240306,1.097075376199057,0,0,0,0,0.38392175394326306,0,2.5537212458501344,0.262981614299488,318.2956427146228,310.40737193370734,324.50184210999254,2.8026982632695354,91705.39971917606,87285.2658326721,96468.4407311965,1618.1589353675445,3.392106724322387e-5,-6.938893903907228e-18,0.001139435937774158,8.655967197160116e-5,0.003407603538175011,-2.7755575615628914e-17,0.026781979378173476,0.004662574175260745
Al Madinah,2020,46,1.9176134325650578,-3.5968617128179488,7.251936817493712,2.683656063625697,2.1927904374744767,-1.0061035545094974,5.140283046702213,1.026651034196461,0,0,0,0,0.38384562891459995,0,2.5537212458501344,0.2629028985194016,318.5194150720413,311.5162646653511,323.52956496288726,2.2680922925930243,91768.69574899881,87297.25535512643,96433.67111607893,1621.955613069557,1.9978919890790866e-6,-6.938893903907228e-18,2.4260442267441673e-4,1.3251227000622994e-5,0.005753298134673016,-2.7755575615628914e-17,0.02314450694136802,0.004069223789820457
Al Madinah,2020,47,0.6897377438360619,-4.016048734846912,7.56821441894874,3.210437865658987,2.5879987898313375,-2.6747061730435284,8.382734930550034,2.5811795520314167,0,0,0,0,0.38378085924864835,0,2.553604329712702,0.2628672593821097,313.3790513739885,300.09821798616133,321.0953236383828,4.067476188006752,91736.13523589687,87244.10180557887,96574.74783029161,1629.1522825938787,2.2921927817612e-4,-6.938893903907228e-18,0.006665297811581025,7.560016001743642e-4,0.012514199092332189,-2.7755575615628914e-17,0.12889246253512662,0.016185299116418486
